From	Uniprot_Entry	Reviewed	Seq_ID	Protein_names	Gene_Names	Organism	Length	Taxonomic_lineage	Active_site	Binding_site	EC_number	Function	Protein_families	RefSeq	AlphaFoldDB	PDB	EMDB
A5UZT5	A5UZT5	unreviewed	A5UZT5_ROSS1	Rhomboid family protein	RoseRS_3784	Roseiflexus sp. (strain RS-1)	283	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Chloroflexota (phylum), Chloroflexia (class), Chloroflexales (order), Roseiflexineae (suborder), Roseiflexaceae (family), Roseiflexus (genus), unclassified Roseiflexus (no rank)						WP_011958480.1;	A5UZT5;		
B4M210	B4M210	unreviewed	B4M210_DROVI	EF-hand domain-containing protein	Dvir\GJ19413 Dvir_GJ19413	Drosophila virilis (Fruit fly)	420	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Drosophila (subgenus), virilis group (no rank)	"ACT_SITE 302; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 361; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""				Peptidase S54 family	XP_002055513.2;	B4M210;		
G8UP05	G8UP05	unreviewed	G8UP05_TANFA	Peptidase, S54 family (EC 3.4.21.-)	BFO_0848	Tannerella forsythia (strain ATCC 43037 / JCM 10827 / CCUG 21028 A / KCTC 5666 / FDC 338) (Bacteroides forsythus)	245	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Tannerellaceae (family), Tannerella (genus), Tannerella forsythia (species)			3.4.21.-				G8UP05;		
G7QE35	G7QE35	unreviewed	G7QE35_9BACT	Peptidase S54, rhomboid domain protein	DFW101_0674	Solidesulfovibrio carbinoliphilus subsp. oakridgensis	241	cellular organisms (no rank), Bacteria (superkingdom), Thermodesulfobacteriota (phylum), Desulfovibrionia (class), Desulfovibrionales (order), Desulfovibrionaceae (family), Solidesulfovibrio (genus), Solidesulfovibrio carbinoliphilus (species)					Peptidase S54 family	WP_009180122.1;	G7QE35;		
R5U6B7	R5U6B7		R5U6B7_9BACE														
D6CY27	D6CY27	unreviewed	D6CY27_9BACE	Uncharacterized membrane protein (Homolog of Drosophila rhomboid)	BXY_19930	Bacteroides xylanisolvens XB1A	225	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Bacteroidaceae (family), Bacteroides (genus), Bacteroides xylanisolvens (species)					Peptidase S54 family		D6CY27;		
A0A024FCZ3	A0A024FCZ3	unreviewed	A0A024FCZ3_9FLAO	Peptidase S54 rhomboid domain-containing protein	WPG_0549	Winogradskyella sp. PG-2	231	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Winogradskyella (genus), unclassified Winogradskyella (no rank)							A0A024FCZ3;		
A9GVL1	A9GVL1	unreviewed	A9GVL1_SORC5	Uncharacterized membrane protein	sce0615	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	273	cellular organisms (no rank), Bacteria (superkingdom), Myxococcota (phylum), Polyangia (subclass), Polyangiales (order), Polyangiaceae (family), Sorangium (genus), Sorangium cellulosum (species)							A9GVL1;		
A4ASS8	A4ASS8	unreviewed	A4ASS8_MARSH	Putative transmembrane rhomboid family protein	FB2170_09586	Maribacter sp. (strain HTCC2170 / KCCM 42371)	247	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Maribacter (genus), unclassified Maribacter (no rank)					Peptidase S54 family	WP_013306565.1;	A4ASS8;		
Q8TJC7	Q8TJC7	unreviewed	Q8TJC7_METAC	Rhomboid protein	MA_3859	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	226	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus), Methanosarcina acetivorans (species)					Peptidase S54 family		Q8TJC7;		
T2GDI2	T2GDI2	unreviewed	T2GDI2_MEGG1	Putative rhomboid family protein	DGI_2899	Megalodesulfovibrio gigas (strain ATCC 19364 / DSM 1382 / NCIMB 9332 / VKM B-1759) (Desulfovibrio gigas)	244	cellular organisms (no rank), Bacteria (superkingdom), Thermodesulfobacteriota (phylum), Desulfovibrionia (class), Desulfovibrionales (order), Desulfovibrionaceae (family), Megalodesulfovibrio (genus), Megalodesulfovibrio gigas (species)						WP_021761677.1;	T2GDI2;		
Q9KVP2	Q9KVP2	unreviewed	Q9KVP2_VIBCH	GlpG protein	VC_0099	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	277	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio cholerae (species), Vibrio cholerae O1 (serogroup), Vibrio cholerae serotype O1 biovar El Tor (no rank)						NP_229758.1;WP_000550456.1;	Q9KVP2;		
Q0W3W6	Q0W3W6	unreviewed	Q0W3W6_METAR	AN1-type domain-containing protein	RCIX1707	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	271	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanocellales (order), Methanocellaceae (family), Methanocella (genus), Methanocella arvoryzae (species)					Peptidase S54 family	WP_012035639.1;	Q0W3W6;		
A0A076NI24	A0A076NI24	unreviewed	A0A076NI24_9CORY	Peptidase S54 rhomboid domain-containing protein	CIMIT_09610	Corynebacterium imitans	209	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus)							A0A076NI24;		
Q2RND6	Q2RND6	unreviewed	Q2RND6_RHORT	Rhomboid-like protein	Rru_A3565	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	252	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Rhodospirillaceae (family), Rhodospirillum (genus), Rhodospirillum rubrum (species)						WP_011391312.1;YP_428646.1;	Q2RND6;		
R2SGT9	R2SGT9	unreviewed	R2SGT9_9ENTE	Peptidase S54 rhomboid domain-containing protein	UAU_02230	Enterococcus pallens ATCC BAA-351	201	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Enterococcaceae (family), Enterococcus (genus), Enterococcus pallens (species)						WP_010757221.1;	R2SGT9;		
A0A0G0LER9	A0A0G0LER9	unreviewed	A0A0G0LER9_9BACT	Rhomboid family protein	UT12_C0011G0008	Candidatus Curtissbacteria bacterium GW2011_GWC2_38_9	220	cellular organisms (no rank), Bacteria (superkingdom), Bacteria incertae sedis (no rank), Bacteria candidate phyla (clade), Patescibacteria group (clade), Microgenomates group (clade), Candidatus Curtissbacteria (phylum)					Peptidase S54 family		A0A0G0LER9;		
E6K5G7	E6K5G7	unreviewed	E6K5G7_9BACT	Peptidase, S54 family (EC 3.4.21.-)	HMPREF6485_0809	Segatella buccae ATCC 33574	339	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Prevotellaceae (family), Segatella (genus), Segatella buccae (species)			3.4.21.-				E6K5G7;		
D7DWL6	D7DWL6	unreviewed	D7DWL6_NOSA0	Rhomboid family protein	Aazo_4331	Nostoc azollae (strain 0708) (Anabaena azollae (strain 0708))	232	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Trichormus (genus), Trichormus azollae (species)					Peptidase S54 family	WP_013192690.1;	D7DWL6;		
H7EIA2	H7EIA2	unreviewed	H7EIA2_9SPIR	Rhomboid family protein	TresaDRAFT_2521	Treponema saccharophilum DSM 2985	229	cellular organisms (no rank), Bacteria (superkingdom), Spirochaetota (phylum), Spirochaetia (class), Spirochaetales (order), Treponemataceae (family), Treponema (genus), Treponema saccharophilum (species)					Peptidase S54 family	WP_002702625.1;	H7EIA2;		
Z4YMS1	Z4YMS1	unreviewed	Z4YMS1_MOUSE	Rhomboid domain containing 3	Rhbdd3	Mus musculus (Mouse)	192	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)							Z4YMS1;		
R5KUL6	R5KUL6	unreviewed	R5KUL6_9BACT	Rhomboid family protein	BN467_00187	Prevotella sp. CAG:1124	307	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Prevotellaceae (family), Prevotella (genus), unclassified Prevotella (no rank)					Peptidase S54 family		R5KUL6;		
Q7U864	Q7U864	unreviewed	Q7U864_PARMW	Peptidase S54 rhomboid domain-containing protein	SYNW0760	Parasynechococcus marenigrum (strain WH8102)	185	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Synechococcales (order), Prochlorococcaceae (family), Parasynechococcus (genus), Parasynechococcus marenigrum (species)					Peptidase S54 family	WP_011127625.1;	Q7U864;		
Q7XRW9	Q7XRW9	unreviewed	Q7XRW9_ORYSJ	RHOMBOID-like protein (EC 3.4.21.105)	Os04g0569300 OSNPB_040569300	Oryza sativa subsp. japonica (Rice)	342	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Oryzoideae (subfamily), Oryzeae (tribe), Oryzinae (subtribe), Oryza (genus), Oryza sativa (species)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_015637146.1;	Q7XRW9;		
A3GHZ5	A3GHZ5	unreviewed	A3GHZ5_PICST	Rhomboid-type serine protease (EC 3.4.21.105)	RRP1 PICST_39588	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	556	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Scheffersomyces (genus), Scheffersomyces stipitis (species)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_001386926.2;	A3GHZ5;		
A0A0M9X5P7	A0A0M9X5P7	unreviewed	A0A0M9X5P7_9ACTN	Rhomboid family protein	ADK41_34810	Streptomyces caelestis	275	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)					Peptidase S54 family		A0A0M9X5P7;		
Q8XPW1	Q8XPW1	unreviewed	Q8XPW1_RALN1	Probable membrane transmembrane protein	RSp1525	Ralstonia nicotianae (strain ATCC BAA-1114 / GMI1000) (Ralstonia solanacearum)	569	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Ralstonia (genus), Ralstonia solanacearum species complex (no rank), Ralstonia pseudosolanacearum (species)					Peptidase S54 family		Q8XPW1;		
A0A089X496	A0A089X496	unreviewed	A0A089X496_STRGA	Peptidase S54 rhomboid domain-containing protein	SGLAU_09765	Streptomyces glaucescens	225	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)							A0A089X496;		
R5YN05	R5YN05		R5YN05_9BACE														
D8G072	D8G072	unreviewed	D8G072_9CYAN	Rhomboid family protein	OSCI_2660001	Kamptonema sp. PCC 6506	231	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Microcoleaceae (family), Kamptonema (genus), unclassified Kamptonema (no rank)					Peptidase S54 family	WP_007355227.1;	D8G072;		
G5C9E8	G5C9E8	unreviewed	G5C9E8_HETGA	Rhomboid domain-containing protein 1 (Rhomboid-related protein 4)	RHBDD1 Rhbdd1 GW7_08958	Heterocephalus glaber (Naked mole rat)	315	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Hystricomorpha (suborder), Bathyergidae (family), Heterocephalus (genus)						XP_012922213.1;			
A0A090F5Y4	A0A090F5Y4	unreviewed	A0A090F5Y4_9HYPH	Peptidase S54 rhomboid domain-containing protein	MPLSOD_290065	Mesorhizobium sp. SOD10	245	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus), unclassified Mesorhizobium (no rank)							A0A090F5Y4;		
R5HVL5	R5HVL5		R5HVL5_9MOLU														
A0A0E0RCC6	A0A0E0RCC6	unreviewed	A0A0E0RCC6_ORYRU	RHOMBOID-like protein (EC 3.4.21.105)		Oryza rufipogon (Brownbeard rice) (Asian wild rice)	374	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Oryzoideae (subfamily), Oryzeae (tribe), Oryzinae (subtribe), Oryza (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		A0A0E0RCC6;		
B1ME64	B1ME64	unreviewed	B1ME64_MYCA9	Rhomboid family protein	MAB_0026	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	287	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacteroides (genus), Mycobacteroides abscessus (species)					Peptidase S54 family		B1ME64;		
K8YP61	K8YP61		K8YP61_NANGC														
W4FXT3	W4FXT3	unreviewed	W4FXT3_APHAT	rhomboid protease (EC 3.4.21.105)	H257_13354	Aphanomyces astaci (Crayfish plague agent)	299	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Oomycota (phylum), Saprolegniales (order), Saprolegniaceae (family), Aphanomyces (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_009839146.1;XP_009839148.1;	W4FXT3;		
D0LA51	D0LA51	unreviewed	D0LA51_GORB4	Rhomboid family protein	Gbro_0021	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / BCRC 13721 / JCM 3198 / KCTC 3076 / NBRC 16047 / NCTC 10667) (Rhodococcus bronchialis)	303	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Gordoniaceae (family), Gordonia (genus), Gordonia bronchialis (species)					Peptidase S54 family		D0LA51;		
Q038D8	Q038D8	unreviewed	Q038D8_LACP3	Membrane-associated serine protease	LSEI_1661	Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) (Lactobacillus paracasei)	227	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lacticaseibacillus (genus), Lacticaseibacillus paracasei (species)					Peptidase S54 family	WP_003564613.1;YP_806876.1;	Q038D8;		
H0QKL5	H0QKL5	unreviewed	H0QKL5_ARTG1	Peptidase S54 family protein	ARGLB_037_00650	Arthrobacter globiformis (strain ATCC 8010 / DSM 20124 / JCM 1332 / NBRC 12137 / NCIMB 8907 / NRRL B-2979 / 168)	293	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Micrococcaceae (family), Arthrobacter (genus), Arthrobacter globiformis (species)					Peptidase S54 family	WP_003800240.1;	H0QKL5;		
W5BHK4	W5BHK4		W5BHK4_WHEAT														
Q1GUG8	Q1GUG8	unreviewed	Q1GUG8_SPHAL	Rhomboid-like protein	Sala_0987	Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) (Sphingomonas alaskensis)	211	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Sphingomonadales (order), Sphingomonadaceae (family), Sphingopyxis (genus), Sphingopyxis alaskensis (species)						WP_011541292.1;	Q1GUG8;		
A0RYH8	A0RYH8	unreviewed	A0RYH8_CENSY	Uncharacterized membrane protein	CENSYa_1785	Cenarchaeum symbiosum (strain A)	255	cellular organisms (no rank), Archaea (superkingdom), Thermoproteati (kingdom), Nitrososphaerota (phylum), Candidatus Cenarchaeales (order), Candidatus Cenarchaeaceae (family), Candidatus Cenarchaeum (genus), Cenarchaeum symbiosum (species)					Peptidase S54 family		A0RYH8;		
M0URB6	M0URB6		M0URB6_HORVV														
Q9PEH4	Q9PEH4	unreviewed	Q9PEH4_XYLFA	Peptidase S54 rhomboid domain-containing protein	XF_1054	Xylella fastidiosa (strain 9a5c)	232	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Lysobacterales (order), Lysobacteraceae (family), Xylella (genus), Xylella fastidiosa (species)					Peptidase S54 family		Q9PEH4;		
