Seq_ID,Protein_names,Protein_families,superkingdom,kingdom,phylum,class,order,family,genus,species,Uniprot_Entry,Gene_Names,Organism,Length,EC_number,RefSeq,AlphaFoldDB,PDB
I3EAH1_BACMM,Serine protease of Rhomboid family,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillusmethanolicus,I3EAH1,BMMGA3_11685,Bacillusmethanolicus(strainMGA3/ATCC53907),518,,WP_004435671.1;,I3EAH1;,
A0YAZ0_9GAMM,Rhomboid family intramembrane serine protease,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedSpongiibacteraceae,Cellvibrionales,Spongiibacteraceae,,,A0YAZ0,GP2143_04700,marinegammaproteobacteriumHTCC2143,288,,,A0YAZ0;,
R6BLP3_9CLOT,,,,,,,,,,,R6BLP3,,,,,,,
A0A059WAB7_STRNR,Rhomboid family intramembrane serine protease,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A059WAB7,SALB_05049,Streptomycesnoursei(Streptomycesalbulus),304,,WP_016571111.1;,A0A059WAB7;,
M4RYX3_9SPHN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedSphingomonas,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,M4RYX3,G432_00700,Sphingomonassp.MM-1,220,,WP_015456885.1;,M4RYX3;,
A2U2L1_9FLAO,Rhomboid family protein (EC 3.4.21.105),Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedPolaribacter,Flavobacteriales,Flavobacteriaceae,Polaribacter,,A2U2L1,MED152_01320,Polaribactersp.MED152,243,3.4.21.105,WP_015480039.1;,A2U2L1;,
A0A0N4TNE3_BRUPA,Rhomboid-related protein 3,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Chromadorea,Spiruromorpha,Onchocercidae,Brugia,,A0A0N4TNE3,BPAG_LOCUS9967,Brugiapahangi(Filarialnematodeworm),481,,,,
R5TN76_9CLOT,,,,,,,,,,,R5TN76,,,,,,,
K7KUE9_SOYBN,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Fabales,Papilionoideae,Glycinesubgen.Soja,,K7KUE9,GLYMA_06G107600,Glycinemax(Soybean)(Glycinehispida),373,3.4.21.105,XP_003527920.1;,,
K4INR4_BIFAP,,,,,,,,,,,K4INR4,,,,,,,
R6D3C9_9BACE,S54 family peptidase,,Bacteria,Bacteria,Bacteroidota,unclassifiedBacteroides,Bacteroidales,Bacteroidaceae,Bacteroides,,R6D3C9,BN772_01554,Bacteroidessp.CAG:754,224,,,R6D3C9;,
A0A0A7S738_FRIPE,Rhomboid family protease GlpG,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,A0A0A7S738,FPB0191_01243,Frischellaperrara,279,,,A0A0A7S738;,
R7D6T3_9FIRM,,,,,,,,,,,R7D6T3,,,,,,,
A0A074S719_9AGAM,Rhomboid domain protein,,Eukaryota,Dikarya,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctoniasolani,A0A074S719,V565_007170,Rhizoctoniasolani123E,724,,,A0A074S719;,
W8UC95_YEREN,,,,,,,,,,,W8UC95,,,,,,,
F0SMY7_RUBBR,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaerabrasiliensis,F0SMY7,Plabr_2390,Rubinisphaerabrasiliensis(strainATCC49424/DSM5305/JCM21570/IAM15109/NBRC103401/IFAM1448)(Planctomycesbrasiliensis),303,,WP_013628715.1;,F0SMY7;,
F6B794_DESCC,"Peptidase S54, rhomboid domain protein",Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculumnigrificans,F6B794,Desca_0451,Desulfotomaculumnigrificans(strainDSM14880/VKMB-2319/CO-1-SRB)(Desulfotomaculumcarboxydivorans),218,,,F6B794;,
F3PW23_9BACE,"Peptidase, S54 family",Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidesfluxus,F3PW23,HMPREF9446_02954,BacteroidesfluxusYIT12057,297,,WP_009126181.1;,F3PW23;,
Q8A6R9_BACTN,"Conserved protein, with rhomboid family domain",Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidesthetaiotaomicron,Q8A6R9,BT_1807,Bacteroidesthetaiotaomicron(strainATCC29148/DSM2079/JCM5827/CCUG10774/NCTC10582/VPI-5482/E50),586,,NP_810720.1;WP_011107994.1;,Q8A6R9;,
B9DNP7_STACT,Membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcuscarnosus,B9DNP7,Sca_1171,Staphylococcuscarnosus(strainTM300),486,,WP_015900420.1;,B9DNP7;,
E7KV89_YEASL,,,,,,,,,,,E7KV89,,,,,,,
A0A0F2NT14_9FLAO,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedFlavobacteriales,Flavobacteriales,,,,A0A0F2NT14,VR77_09410,FlavobacterialesbacteriumBRH_c54,210,,,A0A0F2NT14;,
B2VJT5_ERWT9,Rhomboid protease glpG,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwiniatasmaniensis,B2VJT5,glpGETA_32340,Erwiniatasmaniensis(strainDSM17950/CFBP7177/CIP109463/NCPPB4357/Et1/99),297,3.4.21.105,,B2VJT5;,
E1SGW4_PANVC,,,,,,,,,,,E1SGW4,,,,,,,
K9TXK3_CHRTP,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsisthermalis,K9TXK3,Chro_1606,Chroococcidiopsisthermalis(strainPCC7203),234,,WP_015153676.1;,K9TXK3;,
Q8PEG2_XANCP,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonascampestris,Q8PEG2,XCC0018,Xanthomonascampestrispv.campestris(strainATCC33913/DSM3586/NCPPB528/LMG568/P25),230,,NP_635413.1;WP_011035276.1;,Q8PEG2;,
A0A0F2JGG6_9FIRM,GlpG protein (Membrane protein of glp regulon),Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedDesulfosporosinus,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,,A0A0F2JGG6,UF75_1584,Desulfosporosinussp.I2,313,,WP_052693067.1;,A0A0F2JGG6;,
D7BLR2_ARCHD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacteriumhaemolyticum,D7BLR2,Arch_0097,Arcanobacteriumhaemolyticum(strainATCC9345/DSM20595/CCM5947/CCUG17215/LMG16163/NBRC15585/NCTC8452/11018),210,,,D7BLR2;,
K9RRK1_SYNP3,Putative membrane protein,,Bacteria,Bacillati,Cyanobacteriota,unclassifiedSynechococcus,Synechococcales,Synechococcaceae,Synechococcus,,K9RRK1,Syn6312_0971,Synechococcussp.(strainATCC27167/PCC6312),195,,WP_015123715.1;,K9RRK1;,
S6BFD9_METRE,Rhomboid peptidase,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Metapseudomonas,Metapseudomonasresinovorans,S6BFD9,PCA10_20420,MetapseudomonasresinovoransNBRC106553,288,,WP_016491974.1;,S6BFD9;,
D7CRJ2_TRURR,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Deinococcota,Deinococci,Trueperales,Trueperaceae,Truepera,Trueperaradiovictrix,D7CRJ2,Trad_0343,Trueperaradiovictrix(strainDSM17093/CIP108686/LMG22925/RQ-24),225,,WP_013176862.1;,D7CRJ2;,
R5K4F2_9CLOT,,,,,,,,,,,R5K4F2,,,,,,,
A0A024HL80_PSEKB,Rhomboid family intramembrane serine protease,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonasknackmussii,A0A024HL80,PKB_3846,Pseudomonasknackmussii(strainDSM6978/CCUG54928/LMG23759/B13),288,,WP_043253539.1;,A0A024HL80;,
Q7MMG1_VIBVY,Uncharacterized membrane protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibriovulnificus,Q7MMG1,VV1111,Vibriovulnificus(strainYJ016),194,,,Q7MMG1;,
A0A0G3GWF0_9CORY,Rhomboid family,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,A0A0G3GWF0,CEPID_10070,Corynebacteriumepidermidicanis,234,,,A0A0G3GWF0;,
R2PWZ0_9ENTE,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcuspallens,R2PWZ0,UAU_04562,EnterococcuspallensATCCBAA-351,223,,WP_010759498.1;,R2PWZ0;,
E7GRN3_CLOS6,Rhomboid protease GluP,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridiumsymbiosum,E7GRN3,HMPREF9474_03578,Clostridiumsymbiosum(strainWAL-14163),209,,WP_003503177.1;,E7GRN3;,
A5CYS6_PELTS,Uncharacterized membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Pelotomaculumthermopropionicum,A5CYS6,GlpGPTH_2662,Pelotomaculumthermopropionicum(strainDSM13744/JCM10971/SI),189,,,A5CYS6;,
A0A0G0MQU7_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,CandidatusDaviesbacteria,,,,,,A0A0G0MQU7,US86_C0001G0218,CandidatusDaviesbacteriabacteriumGW2011_GWA2_38_24,214,,,A0A0G0MQU7;,
M4DTE0_BRACM,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,,M4DTE0,,Brassicacampestris(Fieldmustard),304,3.4.21.105,XP_009148568.1;XP_009148569.1;,M4DTE0;,
A0A044SRE5_ONCVO,,,,,,,,,,,A0A044SRE5,,,,,,,
A0A024TBQ9_9STRA,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Oomycota,,Saprolegniales,Saprolegniaceae,Aphanomyces,,A0A024TBQ9,H310_14457,Aphanomycesinvadans,370,3.4.21.105,XP_008880544.1;,A0A024TBQ9;,
A0A067U0N7_GALM3,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Agaricomycotina,Agaricomycetidae,Agaricineae,Strophariaceae,Galerina,Galerinamarginata,A0A067U0N7,GALMADRAFT_233355,Galerinamarginata(strainCBS339.88),456,3.4.21.105,,A0A067U0N7;,
W0J2K6_9BACT,Protease,Peptidase S54 family,Bacteria,Bacteria,Verrucomicrobiota,unclassifiedOpitutaceae,Opitutales,Opitutaceae,,,W0J2K6,OPIT5_22675,OpitutaceaebacteriumTAV5,318,,,W0J2K6;,
I0IJ93_PHYMF,Rhomboid family protein,,Bacteria,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaeramikurensis,I0IJ93,PSMK_31720,Phycisphaeramikurensis(strainNBRC102666/KCTC22515/FYK2301M01),352,,WP_014438534.1;,I0IJ93;,
I1HAI4_BRADI,,,,,,,,,,,I1HAI4,,,,,,,
K4R6Z7_STRDJ,Integral membrane protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycesdavaonensis,K4R6Z7,BN159_4488,Streptomycesdavaonensis(strainDSM101723/JCM4913/KCCS-0913/768),296,,WP_015659215.1;,K4R6Z7;,
A9V4N4_MONBE,EF-hand domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,,A9V4N4,MONBRDRAFT_33311,Monosigabrevicollis(Choanoflagellate),400,,XP_001747746.1;,A9V4N4;,
I3TFL2_THEC1,Rhomboid family protein,Peptidase S54 family,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius,Thermogladiuscalderae,I3TFL2,TCELL_1127,Thermogladiuscalderae(strainDSM22663/VKMB-2946/1633),447,,WP_014737800.1;,I3TFL2;,
Q1N0L6_9GAMM,Protein of glp regulon,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,,Q1N0L6,RED65_05504,Bermanellamarisrubri,268,,WP_007016418.1;,Q1N0L6;,
C8WR52_ALIAD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillusacidocaldariussubsp.acidocaldarius,C8WR52,Aaci_2212,Alicyclobacillusacidocaldariussubsp.acidocaldarius(strainATCC27009/DSM446/BCRC14685/JCM5260/KCTC1825/NBRC15652/NCIMB11725/NRRLB-14509/104-IA)(Bacillusacidocaldarius),234,,WP_012811476.1;,C8WR52;,
B7FRA4_PHATC,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylumtricornutum,B7FRA4,PHATRDRAFT_9252,Phaeodactylumtricornutum(strainCCAP1055/1),261,3.4.21.105,XP_002177007.1;,B7FRA4;,
H8MEQ0_CORCM,S54 family peptidase,,Bacteria,Bacteria,Myxococcota,Myxococcia,Cystobacterineae,Myxococcaceae,Corallococcus,Corallococcuscoralloides,H8MEQ0,COCOR_00574,Corallococcuscoralloides(strainATCC25202/DSM2259/NBRC100086/M2)(Myxococcuscoralloides),257,,WP_014393426.1;,H8MEQ0;,
B5CNI0_9FIRM,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus]lactaris,B5CNI0,RUMLAC_01016,[Ruminococcus]lactarisATCC29176,211,3.4.21.-,WP_005608498.1;,B5CNI0;,
A0A0C5WWM2_9GAMM,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacteriumgaetbulicola,A0A0C5WWM2,H744_2c2770,PhotobacteriumgaetbulicolaGung47,259,,,A0A0C5WWM2;,
A0A097QPJ1_9VIBR,,,,,,,,,,,A0A097QPJ1,,,,,,,
A0A059VYG6_STRNR,,,,,,,,,,,A0A059VYG6,,,,,,,
K9W3B1_9CYAN,"Peptidase S54, rhomboid domain protein",,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Gomontiellales,Gomontiellaceae,Crinalium,Crinaliumepipsammum,K9W3B1,Cri9333_3459,CrinaliumepipsammumPCC9333,195,,WP_015204389.1;,K9W3B1;,
I7CR69_NATSJ,Rhomboid family protein,Peptidase S54 family,Archaea,Methanobacteriati,Methanobacteriota,unclassifiedNatrinema,Halobacteriales,Natrialbaceae,Natrinema,,I7CR69,NJ7G_1264,Natrinemasp.(strainJ7-2),304,,,I7CR69;,
D1BTB1_XYLCX,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonascellulosilytica,D1BTB1,Xcel_0012,Xylanimonascellulosilytica(strainDSM15894/JCM12276/CECT5975/KCTC9989/LMG20990/NBRC107835/XIL07),282,,,D1BTB1;,
A0A0J6R8Y4_9HYPH,,,,,,,,,,,A0A0J6R8Y4,,,,,,,
R5YWF1_9FIRM,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedRoseburia,Lachnospirales,Lachnospiraceae,Roseburia,,R5YWF1,BN528_00344,Roseburiasp.CAG:197,204,,,R5YWF1;,
R5B0Y6_9FIRM,,,,,,,,,,,R5B0Y6,,,,,,,
Q1H078_METFK,Rhomboid-like protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillusflagellatus,Q1H078,Mfla_1842,Methylobacillusflagellatus(strainATCC51484/DSM6875/VKMB-1610/KT),356,,WP_011480063.1;,Q1H078;,
W1SCY6_9BACI,,,,,,,,,,,W1SCY6,,,,,,,
G2PRU6_ALLRU,"Peptidase S54, rhomboid domain protein",,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonasruestringensis,G2PRU6,Murru_0691,Allomuricaudaruestringensis(strainDSM13258/CIP107369/LMG19739/B1)(Muricaudaruestringensis),242,,WP_014032023.1;,G2PRU6;,
G8QBN4_PSEO1,,,,,,,,,,,G8QBN4,,,,,,,
F4AYI5_DOKS4,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedDokdonia,Flavobacteriales,Flavobacteriaceae,Dokdonia,,F4AYI5,Krodi_0466,Dokdoniasp.(strain4H-3-7-5)(Krokinobactersp.(strain4H-3-7-5)),244,,WP_013749960.1;,F4AYI5;,
A0A0N4VG25_ENTVE,Rhomboid protease,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Chromadorea,Oxyuridomorpha,Oxyuridae,Enterobius,,A0A0N4VG25,EVEC_LOCUS9117,Enterobiusvermicularis(Humanpinworm),351,,,,
I7Z783_9GAMM,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Hydrocarboniphaga,Hydrocarboniphagaeffusa,I7Z783,WQQ_40890,HydrocarboniphagaeffusaAP103,189,,WP_007187024.1;,I7Z783;,
F4LP44_TREBD,Rhomboid family protein,,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponemabrennaborense,F4LP44,Trebr_0476,Treponemabrennaborense(strainDSM12168/CIP105900/DD5/3),269,,,F4LP44;,
A0A0A0KYQ9_CUCSA,UBA domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,,A0A0A0KYQ9,Csa_4G194270,Cucumissativus(Cucumber),397,,XP_004147524.1;,A0A0A0KYQ9;,
A0A0M9VQ07_9BASI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,A0A0M9VQ07,Malapachy_0778,Malasseziapachydermatis,385,3.4.21.105,XP_017992464.1;,A0A0M9VQ07;,
G8LQY6_9FLAO,Transmembrane rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedBlattabacterium,Flavobacteriales,Blattabacteriaceae,Blattabacterium,,G8LQY6,BLBCPU_518,Blattabacteriumsp.(Cryptocercuspunctulatus)str.Cpu,231,,WP_014246442.1;,G8LQY6;,
A9EAS8_9FLAO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordiaalgicida,A9EAS8,KAOT1_10221,KordiaalgicidaOT-1,254,,,A9EAS8;,
M1XKG6_NATM8,Rhomboid family protease (EC 3.4.21.105),Peptidase S54 family,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonasmoolapensis,M1XKG6,Nmlp_1662,Natronomonasmoolapensis(strainDSM18674/CECT7526/JCM14361/8.8.11),326,3.4.21.105,WP_015408695.1;,M1XKG6;,
Q1N7S0_SPHSS,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedSphingomonas,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Q1N7S0,SKA58_08259,Sphingomonassp.(strainSKA58),219,,WP_009821421.1;,Q1N7S0;,
A0A0F5FUI6_9HYPH,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,,A0A0F5FUI6,VE25_06965,Devosiageojensis,227,,,A0A0F5FUI6;,
L0JMS4_NATP1,Membrane protein (Rhomboid family protein),Peptidase S54 family,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinemapellirubrum,L0JMS4,Natpe_2043C488_06665,Natrinemapellirubrum(strainDSM15624/CIP106293/JCM10476/NCIMB786/157),316,,WP_006180684.1;,L0JMS4;,
K2CAV9_9BACT,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,,,,,,,K2CAV9,ACD_39C00943G0001,unculturedbacterium,200,,,K2CAV9;,
D8LD63_ECTSI,rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,,D8LD63,Esi_0113_0080,Ectocarpussiliculosus(Brownalga)(Confervasiliculosa),403,3.4.21.105,,D8LD63;,
Q5WJW2_SHOC1,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchellaclausii,Q5WJW2,ABC0804,Shouchellaclausii(strainKSM-K16)(Alkalihalobacillusclausii),253,,WP_011245659.1;,Q5WJW2;,
Q2HAY7_CHAGB,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,Chaetomiumglobosum,Q2HAY7,CHGG_02617,Chaetomiumglobosum(strainATCC6205/CBS148.51/DSM1962/NBRC6347/NRRL1970)(Soilfungus),526,3.4.21.105,XP_001229133.1;,Q2HAY7;,
I1HU74_BRADI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Petrosaviidae,Poales,Pooideae,Brachypodium,,I1HU74,BRADI_2g57550v3,Brachypodiumdistachyon(Purplefalsebrome)(Trachyniadistachya),273,,XP_003564835.1;,,
A0A0F5YCP4_9CYAN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,Oscillatoriophycideae,Oscillatoriales,Sirenicapillariaceae,Limnoraphis,Limnoraphisrobusta,A0A0F5YCP4,WN50_19410,LimnoraphisrobustaCS-951,233,,WP_046280234.1;,A0A0F5YCP4;,
D2UBE2_XANAP,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonasalbilineans,D2UBE2,XALc_0396,Xanthomonasalbilineans(strainGPEPC73/CFBP7063),225,,WP_012914949.1;,D2UBE2;,
R5BMV6_9BACE,,,,,,,,,,,R5BMV6,,,,,,,
R7J2P8_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedPrevotella,Bacteroidales,Prevotellaceae,Prevotella,,R7J2P8,BN799_01922,Prevotellasp.CAG:873,246,,,R7J2P8;,
R5DJB5_9FIRM,,,,,,,,,,,R5DJB5,,,,,,,
R7NEW1_9MOLU,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Mycoplasmatota,unclassifiedMycoplasma,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,R7NEW1,BN778_00433,Mycoplasmasp.CAG:776,384,,,R7NEW1;,
S9YDB3_CAMFR,,,,,,,,,,,S9YDB3,,,,,,,
Q6AB21_CUTAK,Membrane spanning protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacteriumacnes,Q6AB21,PPA0287,Cutibacteriumacnes(strainDSM16379/KPA171202)(Propionibacteriumacnes),302,,WP_002517133.1;,Q6AB21;,
R6RRU7_9CLOT,,,,,,,,,,,R6RRU7,,,,,,,
A0A0F7NJG6_9ACTN,Peptidase S54,,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0F7NJG6,AA958_20465,Streptomycessp.CNQ-509,190,,,A0A0F7NJG6;,
C7P155_HALMD,Rhomboid family protein,,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobiummukohataei,C7P155,Hmuk_2965,Halomicrobiummukohataei(strainATCC700874/DSM12286/JCM9738/NCIMB13541)(Haloarculamukohataei),318,,WP_015763912.1;,C7P155;,
I2N245_STRT9,Rhomboid family intramembrane serine protease,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomycestsukubensis,I2N245,STSU_017595,Streptomycestsukubensis(strainDSM42081/NBRC108919/NRRL18488/9993),299,,WP_006348032.1;,I2N245;,
A0A0F3RXI7_9LACO,Membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,,A0A0F3RXI7,VC81_03350,Levilactobacillusspicheri,226,,,A0A0F3RXI7;,
A8PSU3_MALGO,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malasseziaglobosa,A8PSU3,MGL_0317,Malasseziaglobosa(strainATCCMYA-4612/CBS7966)(Dandruff-associatedfungus),326,3.4.21.105,XP_001732542.1;,A8PSU3;,
A0A060LS92_9BACI,Rhomboid protease gluP,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchellalehensis,A0A060LS92,BleG1_1533,ShouchellalehensisG1,522,,WP_051667470.1;,A0A060LS92;,
K6D1A0_9BACI,"Serine protease of Rhomboid family, contains TPR repeats",Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillusbataviensis,K6D1A0,BABA_16677,NeobacillusbataviensisLMG21833,519,,WP_007086331.1;,K6D1A0;,
